,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
6628,10301,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6629,10302,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6630,10303,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
6631,10304,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
6632,10305,3047.0,,,,,
6633,10306,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
6634,10307,641.0,,,,,
6635,10308,899.0,Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds,0.85,subclass,4.0,In silico
6636,10309,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6637,10310,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6638,10311,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6639,10312,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6640,10313,899.0,Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds,0.85,subclass,4.0,In silico
6641,10314,97.0,,,,,
6642,10315,308.0,Lipids and lipid-like molecules;Fatty Acyls,0.9333333333333333,class,6.0,In silico
6643,10316,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6644,10317,463.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,0.7428571428571429,subclass,14.0,In silico
6645,10318,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6646,10319,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6647,10320,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6648,10321,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6649,10323,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6650,10324,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6651,10325,2640.0,,,,,
6652,10326,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6653,10327,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6654,10328,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6655,10329,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6656,10330,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6657,10331,689.0,Organoheterocyclic compounds;Indoles and derivatives,0.7666666666666666,class,6.0,In silico
6658,10332,808.0,Organic acids and derivatives,0.6666666666666666,superclass,3.0,In silico
6659,10333,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6660,10334,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6661,10335,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6662,10336,172.0,Lipids and lipid-like molecules,0.8,superclass,5.0,In silico
6663,10337,1265.0,,,,,
6664,10338,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6665,10339,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6666,10340,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
6667,10341,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6668,10342,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6669,10343,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6670,10344,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6671,10345,1128.0,Lipids and lipid-like molecules;Fatty Acyls,1.1,class,7.0,In silico
6672,10346,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6673,10347,16.0,,,,,
6674,10348,689.0,Organoheterocyclic compounds;Indoles and derivatives,0.7666666666666666,class,6.0,In silico
6675,10349,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6676,10350,646.0,,,,,
6677,10351,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6678,10352,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6679,10353,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6680,10355,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6681,10356,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6682,10357,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6683,10358,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6684,10359,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6685,10360,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6686,10361,2704.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
6687,10362,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6688,10363,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6689,10364,69.0,,,,,
6690,10365,1225.0,,,,,
6691,10366,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6692,10367,308.0,Lipids and lipid-like molecules;Fatty Acyls,0.9333333333333333,class,6.0,In silico
6693,10368,385.0,,,,,
6694,10369,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6695,10370,1512.0,,,,,
6696,10371,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6697,10372,1056.0,Benzenoids;Benzene and substituted derivatives,1.0,class,2.0,In silico
6698,10373,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6699,10374,2677.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,0.8142857142857143,subclass,7.0,In silico
6700,10375,189.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7470588235294118,subclass,17.0,In silico
6701,10376,3585.0,,,,,
6702,10377,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6703,10378,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6704,10379,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6705,10380,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6706,10381,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6707,10382,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6708,10383,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6709,10384,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6710,10385,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6711,10386,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6712,10387,605.0,Lipids and lipid-like molecules,0.9,superclass,5.0,In silico
6713,10389,414.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.9615384615384616,subclass,26.0,In silico
6714,10390,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6715,10391,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6716,10392,97.0,,,,,
6717,10393,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6718,10394,38.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,29.0,In silico
6719,10395,2400.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,1.1,subclass,2.0,In silico
6720,10396,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6721,10397,172.0,Lipids and lipid-like molecules,0.8,superclass,5.0,In silico
6722,10398,975.0,,,,,
6723,10399,1853.0,,,,,
6724,10400,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
6725,10401,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6726,10402,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6727,10403,2461.0,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,0.7666666666666666,subclass,3.0,In silico
6728,10404,566.0,,,,,
6729,10405,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6730,10406,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6731,10408,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6732,10409,605.0,Lipids and lipid-like molecules,0.9,superclass,5.0,In silico
6733,10411,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6734,10412,899.0,Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds,0.85,subclass,4.0,In silico
6735,10413,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6736,10414,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6737,10415,400.0,Organic oxygen compounds,0.6666666666666666,superclass,3.0,In silico
6738,10416,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6739,10417,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6740,10419,235.0,Lipids and lipid-like molecules,0.725,superclass,8.0,In silico
6741,10420,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6742,10421,485.0,Lipids and lipid-like molecules,0.7,superclass,10.0,In silico
6743,10423,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
6744,10424,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6745,10426,1942.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
6746,10427,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6747,10429,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6748,10430,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6749,10432,823.0,,,,4.0,In silico
6750,10433,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6751,10434,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6752,10435,172.0,Lipids and lipid-like molecules,0.8,superclass,5.0,In silico
6753,10436,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6754,10437,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6755,10438,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6756,10439,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6757,10440,446.0,Lipids and lipid-like molecules,0.875,superclass,40.0,In silico
6758,10441,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6759,10442,4318.0,,,,,
6760,10446,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6761,10447,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6762,10448,3585.0,,,,,
6763,10449,223.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,16.0,In silico
6764,10450,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6765,10451,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6766,10452,2400.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,1.1,subclass,2.0,In silico
6767,10453,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6768,10454,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6769,10455,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6770,10456,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6771,10457,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6772,10458,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6773,10459,1225.0,,,,,
6774,10460,272.0,Lipids and lipid-like molecules,0.7363636363636363,superclass,11.0,In silico
6775,10461,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6776,10462,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6777,10463,2640.0,,,,,
6778,10464,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6779,10465,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6780,10466,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6781,10467,177.0,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
6782,10468,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6783,10469,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6784,10470,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6785,10472,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6786,10474,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6787,10475,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
6788,10478,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6789,10479,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6790,10480,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6791,10481,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6792,10482,206.0,,,,,
6793,10483,2201.0,,,,,
6794,10484,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6795,10485,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
6796,10486,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6797,10487,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6798,10488,2291.0,Lipids and lipid-like molecules;Fatty Acyls,1.0,class,2.0,In silico
6799,10489,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6800,10490,1483.0,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
6801,10492,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6802,10493,2629.0,,,,,
6803,10494,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6804,10496,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6805,10497,567.0,Lipids and lipid-like molecules;Glycerolipids,1.0047619047619047,class,21.0,In silico
6806,10498,750.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7923076923076923,subclass,13.0,In silico
6807,10499,22.0,Lipids and lipid-like molecules,0.9142857142857143,superclass,70.0,In silico
6808,10500,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6809,10503,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6810,10504,711.0,Organic acids and derivatives,0.6,superclass,10.0,In silico
6811,10505,501.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
6812,10506,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6813,10507,801.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,4.0,In silico
6814,10508,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6815,10509,172.0,Lipids and lipid-like molecules,0.8,superclass,5.0,In silico
6816,10510,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6817,10512,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6818,10513,2201.0,,,,,
6819,10514,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6820,10515,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6821,10516,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6822,10517,385.0,,,,,
6823,10518,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6824,10519,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6825,10520,2309.0,,,,,
6826,10521,2017.0,Organic acids and derivatives;Carboxylic acids and derivatives;Carboxylic acid derivatives,1.0,subclass,1.0,In silico
6827,10522,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6828,10523,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6829,10524,471.0,Organic acids and derivatives,1.0,superclass,2.0,In silico
6830,10525,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6831,10526,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6832,10527,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6833,10528,661.0,Organic acids and derivatives,0.6538461538461539,superclass,26.0,In silico
6834,10529,1125.0,,,,,
6835,10530,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6836,10531,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6837,10532,146.0,Lipids and lipid-like molecules;Fatty Acyls,1.1,class,2.0,In silico
6838,10533,2552.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,3.0,In silico
6839,10534,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6840,10536,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6841,10537,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6842,10538,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6843,10539,1853.0,,,,,
6844,10540,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6845,10541,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6846,10544,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6847,10546,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6848,10548,2347.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,1.0,subclass,1.0,In silico
6849,10549,453.0,Lipids and lipid-like molecules;Fatty Acyls,0.8333333333333334,class,6.0,In silico
6850,10550,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6851,10551,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6852,10552,602.0,,,,,
6853,10553,4318.0,,,,,
6854,10555,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6855,10557,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6856,10558,463.0,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,0.7428571428571429,subclass,14.0,In silico
6857,10559,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6858,10560,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6859,10562,566.0,,,,,
6860,10563,416.0,Lipids and lipid-like molecules;Fatty Acyls,1.0444444444444445,class,36.0,In silico
6861,10564,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6862,10565,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6863,10566,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
6864,10567,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6865,10568,748.0,,,,,
6866,10569,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6867,10570,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6868,10571,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6869,10572,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6870,10573,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6871,10574,345.0,,,,,
6872,10575,912.0,Lipids and lipid-like molecules,0.7142857142857143,superclass,7.0,In silico
6873,10579,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6874,10580,1123.0,Lipids and lipid-like molecules,1.009090909090909,superclass,11.0,In silico
6875,10584,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6876,10586,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6877,10587,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6878,10588,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6879,10589,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6880,10590,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6881,10591,68.0,Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives,1.0,subclass,2.0,In silico
6882,10592,1984.0,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines,1.0,subclass,1.0,In silico
6883,10594,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6884,10595,1440.0,,,,,
6885,10596,820.0,Lipids and lipid-like molecules,0.85,superclass,28.0,In silico
6886,10597,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6887,10598,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6888,10600,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6889,10602,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6890,10604,385.0,,,,,
6891,10605,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6892,10606,345.0,,,,,
6893,10607,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6894,10608,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6895,10609,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6896,10611,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6897,10612,1202.0,,,,,
6898,10613,750.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,0.7923076923076923,subclass,13.0,In silico
6899,10614,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6900,10615,1440.0,,,,,
6901,10617,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6902,10618,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6903,10620,453.0,Lipids and lipid-like molecules;Fatty Acyls,0.8333333333333334,class,6.0,In silico
6904,10622,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6905,10625,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6906,10626,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6907,10628,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6908,10630,1483.0,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
6909,10631,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6910,10633,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
6911,10635,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6912,10637,148.0,Benzenoids,0.6666666666666666,superclass,3.0,In silico
6913,10639,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6914,10640,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6915,10641,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6916,10642,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6917,10643,2309.0,,,,,
6918,10644,1568.0,,,,,
6919,10645,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6920,10651,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6921,10657,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6922,10658,1942.0,Lipids and lipid-like molecules,1.1,superclass,3.0,In silico
6923,10659,801.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,4.0,In silico
6924,10660,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6925,10661,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6926,10662,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6927,10664,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6928,10665,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6929,10667,485.0,Lipids and lipid-like molecules,0.7,superclass,10.0,In silico
6930,10668,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6931,10669,1238.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,1.0,subclass,1.0,In silico
6932,10670,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6933,10673,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6934,10675,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6935,10678,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6936,10680,279.0,Lipids and lipid-like molecules,0.7,superclass,20.0,In silico
6937,10681,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6938,10683,471.0,Organic acids and derivatives,1.0,superclass,2.0,In silico
6939,10684,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6940,10686,99.0,Lipids and lipid-like molecules,0.7867469879518072,superclass,83.0,In silico
6941,10688,2461.0,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,0.7666666666666666,subclass,3.0,In silico
6942,10689,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6943,10693,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6944,10695,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
6945,10697,12.0,Lipids and lipid-like molecules,0.7379310344827587,superclass,58.0,In silico
