experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,csiFinger_superclass,csiFinger_class,csiFinger_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
psuedonitzchia_unmodified,11,536,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid diesters,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,536,no matches,no matches,no matches,Phosphonic acid diesters,1.009090909090909,subclass,11,Insilico
psuedonitzchia_unmodified,12,1359,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,1359,no matches,no matches,no matches,Pyrimidines and pyrimidine derivatives,1.1,subclass,3,Insilico
psuedonitzchia_unmodified,13,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,14,241,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,241,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",1,subclass,12,Library
psuedonitzchia_unmodified,15,241,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Anilides,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,241,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",1,subclass,12,Library
psuedonitzchia_unmodified,16,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,612,no matches,no matches,no matches,Diazines,0.8142857142857143,class,7,Insilico
psuedonitzchia_unmodified,17,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,612,no matches,no matches,no matches,Diazines,0.8142857142857143,class,7,Insilico
psuedonitzchia_unmodified,18,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Organic oxygen compounds,Organooxygen compounds,Ethers,Benzenoids,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,19,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,20,201,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,21,371,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,371,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,22,201,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,23,201,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,24,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,26,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,27,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,28,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,29,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,30,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,31,177,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",177,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,32,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,33,250,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,250,Lipids and lipid-like molecules,Fatty Acyls,Carboximidic acids,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,34,247,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,247,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,35,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,36,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,537,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,37,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,38,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,39,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,40,536,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphonic acid diesters,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,536,no matches,no matches,no matches,Phosphonic acid diesters,1.009090909090909,subclass,11,Insilico
psuedonitzchia_unmodified,41,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,71,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,4,Insilico
psuedonitzchia_unmodified,42,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia_unmodified,43,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,44,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Anilides,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia_unmodified,45,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia_unmodified,46,494,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,494,no matches,no matches,no matches,Purines and purine derivatives,0.725,subclass,8,Insilico
psuedonitzchia_unmodified,47,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,48,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,49,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,50,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,51,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,52,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,53,124,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,124,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,1,superclass,6,Library
psuedonitzchia_unmodified,54,182,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,55,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,128,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,56,201,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,57,201,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,58,681,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.8142857142857143,subclass,7,Insilico
psuedonitzchia_unmodified,59,681,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.8142857142857143,subclass,7,Insilico
psuedonitzchia_unmodified,60,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,681,no matches,no matches,no matches,Methoxyphenols,0.8142857142857143,subclass,7,Insilico
psuedonitzchia_unmodified,61,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,105,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds,1,subclass,1,Library
psuedonitzchia_unmodified,62,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,63,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,64,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azacyclic compounds,NA,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.7666666666666666,superclass,6,Insilico
psuedonitzchia_unmodified,65,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.7666666666666666,superclass,6,Insilico
psuedonitzchia_unmodified,66,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,681,no matches,no matches,no matches,Methoxyphenols,0.8142857142857143,subclass,7,Insilico
psuedonitzchia_unmodified,67,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,439,no matches,no matches,no matches,Organoheterocyclic compounds,0.7666666666666666,superclass,6,Insilico
psuedonitzchia_unmodified,68,196,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",196,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5277777777777778,superclass,36,Insilico
psuedonitzchia_unmodified,69,23,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,NA,NA,Benzenoids,NA,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia_unmodified,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,8,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,71,547,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,547,no matches,no matches,no matches,Benzenoids,0.7666666666666666,superclass,3,Insilico
psuedonitzchia_unmodified,72,994,Benzenoids,Benzene and substituted derivatives,Toluenes,Benzenoids,Benzene and substituted derivatives,Toluenes,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,994,Benzenoids,Benzene and substituted derivatives,Toluenes,Toluenes,1,subclass,1,Library
psuedonitzchia_unmodified,73,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,74,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,75,122,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,122,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Lipids and lipid-like molecules,0.9473684210526315,superclass,19,Library
psuedonitzchia_unmodified,76,372,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia_unmodified,77,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia_unmodified,78,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,no matches,no matches,no matches,Benzenoids,0.5714285714285714,superclass,7,Insilico
psuedonitzchia_unmodified,79,23,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia_unmodified,80,370,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,370,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,0.9090909090909091,subclass,11,Library
psuedonitzchia_unmodified,81,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,82,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Thiazoles,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,83,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,84,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,85,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,86,76,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,76,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,87,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,590,no matches,no matches,no matches,Carboxylic acids and derivatives,0.725,class,8,Insilico
psuedonitzchia_unmodified,88,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,590,no matches,no matches,no matches,Carboxylic acids and derivatives,0.725,class,8,Insilico
psuedonitzchia_unmodified,89,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,90,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,91,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylphosphines and derivatives,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,92,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids,500,no matches,no matches,no matches,Organic acids and derivatives,0.7999999999999999,superclass,10,Insilico
psuedonitzchia_unmodified,93,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,500,no matches,no matches,no matches,Organic acids and derivatives,0.7999999999999999,superclass,10,Insilico
psuedonitzchia_unmodified,94,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,95,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,96,401,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,401,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,97,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organophosphorus compounds,Organothiophosphorus compounds,NA,500,no matches,no matches,no matches,Organic acids and derivatives,0.7999999999999999,superclass,10,Insilico
psuedonitzchia_unmodified,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,99,196,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,196,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5277777777777778,superclass,36,Insilico
psuedonitzchia_unmodified,100,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,101,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organosulfur compounds,Sulfonyls,NA,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,102,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Thiophenes,NA,1096,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,3,Insilico
psuedonitzchia_unmodified,103,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Thiophenes,NA,1096,no matches,no matches,no matches,Organoheterocyclic compounds,1.1,superclass,3,Insilico
psuedonitzchia_unmodified,104,23,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Benzenoids,NA,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia_unmodified,105,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,1674,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,106,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,34,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,107,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organosulfur compounds,Sulfonyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,108,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Thiadiazoles,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,109,201,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,201,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,110,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,23,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,0.8,subclass,5,Library
psuedonitzchia_unmodified,111,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,248,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,112,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,113,128,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,128,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,114,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Lactams,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,115,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,116,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,182,no matches,no matches,no matches,NA,NA,NA,NA,NA
psuedonitzchia_unmodified,117,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,287,no matches,no matches,no matches,NA,NA,NA,NA,NA
