experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,csiFinger_superclass,csiFinger_class,csiFinger_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dorcierr,46,2256,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,1142,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Eicosanoids,1,subclass,1,Library
dorcierr,47,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",142,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.5428571428571428,superclass,35,Library
dorcierr,48,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,349,no matches,no matches,no matches,Benzenoids,0.6666666666666666,superclass,3,Insilico
dorcierr,49,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,151,Organometallic compounds,Organometalloid compounds,Organosilicon compounds,Organosilicon compounds,1,subclass,2,Library
dorcierr,50,1539,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Benzenoids,NA,NA,368,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierr,51,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,52,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,134,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Alcohols and polyols,1,subclass,1,Library
dorcierr,53,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,54,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,55,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,56,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,57,2138,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,3040,no matches,no matches,no matches,N/A,1,subclass,2,Insilico
dorcierr,58,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,134,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Alcohols and polyols,1,subclass,1,Library
dorcierr,59,2256,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,1142,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Eicosanoids,1,subclass,1,Library
dorcierr,60,-1,N/A,N/A,N/A,Organoheterocyclic compounds,Pyridines and derivatives,Aminopyridines and derivatives,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,N/A,1,NA,NA,Library
dorcierr,61,5110,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,4348,no matches,no matches,no matches,Organooxygen compounds,1,class,2,Insilico
dorcierr,62,2073,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,1997,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,63,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,64,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,65,37,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,18,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,N/A,1,subclass,15,Library
dorcierr,66,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,151,Organometallic compounds,Organometalloid compounds,Organosilicon compounds,Organosilicon compounds,1,subclass,2,Library
dorcierr,67,245,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,148,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,0.631578947368421,superclass,19,Library
dorcierr,68,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,15,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico
dorcierr,69,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,70,617,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,3507,no matches,no matches,no matches,Cholestane steroids,1,subclass,2,Insilico
dorcierr,71,74,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,142,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.5428571428571428,superclass,35,Library
dorcierr,72,135,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,816,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,73,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,941,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,74,823,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,975,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,6,Insilico
dorcierr,75,7143,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,6735,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,76,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,151,Organometallic compounds,Organometalloid compounds,Organosilicon compounds,Organosilicon compounds,1,subclass,2,Library
dorcierr,77,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4602,no matches,no matches,no matches,Benzene and substituted derivatives,1,class,1,Insilico
dorcierr,78,640,NA,NA,NA,Organoheterocyclic compounds,Piperidines,Benzylpiperidines,NA,NA,NA,NA,NA,NA,349,no matches,no matches,no matches,Benzenoids,0.6666666666666666,superclass,3,Insilico
dorcierr,79,-1,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indoles,-1,no matches,no matches,no matches,N/A,1,NA,NA,Library
dorcierr,80,-1,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,81,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,82,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,83,74,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,142,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.5428571428571428,superclass,35,Library
dorcierr,84,388,NA,NA,NA,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4434,no matches,no matches,no matches,Hydroxycoumarins,1,subclass,3,Insilico
dorcierr,85,37,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,18,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,N/A,1,subclass,15,Library
dorcierr,86,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,87,358,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,3294,no matches,no matches,no matches,Ethers,0.75,subclass,4,Insilico
dorcierr,88,3555,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,535,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Phosphate esters,1,subclass,3,Library
dorcierr,89,1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,368,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierr,90,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,91,245,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,148,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,0.631578947368421,superclass,19,Library
dorcierr,92,74,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,142,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.5428571428571428,superclass,35,Library
dorcierr,93,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,94,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,95,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,96,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,134,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Alcohols and polyols,1,subclass,1,Library
dorcierr,97,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,148,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,0.631578947368421,superclass,19,Library
dorcierr,98,1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,368,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierr,99,2944,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,1537,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,3,Insilico
dorcierr,100,4656,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,1234,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,101,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,102,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,no matches,no matches,no matches,N/A,0.7741935483870968,subclass,31,Insilico
dorcierr,103,74,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",142,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.5428571428571428,superclass,35,Library
dorcierr,104,2079,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",632,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Organoheterocyclic compounds,0.6,superclass,5,Library
dorcierr,105,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,106,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,107,-1,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,108,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,109,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,110,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,111,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,112,200,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,377,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,113,352,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,847,no matches,no matches,no matches,N/A,0.7741935483870968,subclass,31,Insilico
dorcierr,114,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Pregnane steroids,1,NA,NA,Library
dorcierr,115,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,116,1539,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Organohalogen compounds,Aryl halides,Aryl chlorides,368,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierr,117,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,501,no matches,no matches,no matches,Carbohydrates and carbohydrate conjugates,1,subclass,1,Insilico
dorcierr,118,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
