experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,4984,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4985,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4986,645,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,645,no matches,no matches,no matches,Lipids and lipid-like molecules,0.9090909090909091,superclass,11,In silico
dataset1_smallNetsFP,4987,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4988,116,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,116,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,0.5777777777777777,superclass,45,In silico
dataset1_smallNetsFP,4989,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,Imidazoles,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4990,24,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,24,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4991,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4992,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4993,3938,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,3938,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4994,1791,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1791,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4995,1644,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1644,no matches,no matches,no matches,Fatty Acyls,1.1,class,2,In silico
dataset1_smallNetsFP,4996,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,4997,1532,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,1532,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.85,subclass,4,In silico
dataset1_smallNetsFP,4998,1794,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,1794,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,9,In silico
dataset1_smallNetsFP,4999,3460,NA,NA,NA,N/A,N/A,N/A,Organic nitrogen compounds,Organonitrogen compounds,Amines,3460,no matches,no matches,no matches,Diradylglycerols,1,subclass,1,In silico
dataset1_smallNetsFP,5000,674,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,674,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,0.8878787878787878,subclass,33,In silico
dataset1_smallNetsFP,5001,3145,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3145,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6666666666666666,superclass,3,In silico
dataset1_smallNetsFP,5002,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5003,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5004,79,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,79,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5005,4556,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,4556,no matches,no matches,no matches,Steroids and steroid derivatives,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,5006,7002,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,7002,no matches,no matches,no matches,Lipids and lipid-like molecules,1.1,superclass,2,In silico
dataset1_smallNetsFP,5007,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,no matches,no matches,no matches,Organic oxygen compounds,0.6714285714285714,superclass,7,In silico
dataset1_smallNetsFP,5008,7710,NA,NA,NA,N/A,N/A,N/A,Organosulfur compounds,Sulfenyl compounds,NA,7710,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5009,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5010,2431,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,2431,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5011,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Oxacyclic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5012,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5013,925,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,925,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5014,2910,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,2910,no matches,no matches,no matches,Fatty acids and conjugates,1.1,subclass,2,In silico
dataset1_smallNetsFP,5015,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5016,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5017,748,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",748,no matches,no matches,no matches,Organic acids and derivatives,1,superclass,2,In silico
dataset1_smallNetsFP,5018,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5019,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5020,199,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,199,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,0.6341463414634146,superclass,41,In silico
dataset1_smallNetsFP,5021,403,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,403,no matches,no matches,no matches,Carboxylic acids and derivatives,0.7153846153846154,class,13,In silico
dataset1_smallNetsFP,5022,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5023,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5024,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6666666666666666,superclass,3,In silico
dataset1_smallNetsFP,5025,2798,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,2798,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6,superclass,6,In silico
dataset1_smallNetsFP,5026,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5027,845,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",845,no matches,no matches,no matches,Organic acids and derivatives,0.5238095238095238,superclass,21,In silico
dataset1_smallNetsFP,5028,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5029,174,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,174,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7142857142857143,superclass,14,In silico
dataset1_smallNetsFP,5030,730,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,730,Lipids and lipid-like molecules,Prenol lipids,Retinoids,Prenol lipids,0.9333333333333333,class,18,In silico
dataset1_smallNetsFP,5031,254,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",254,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6511627906976745,superclass,43,In silico
dataset1_smallNetsFP,5032,2366,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,2366,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5033,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5034,123,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",123,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.9620689655172413,subclass,29,In silico
dataset1_smallNetsFP,5035,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5036,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5037,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5038,1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1,subclass,2,In silico
dataset1_smallNetsFP,5039,760,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,760,no matches,no matches,no matches,Carbonyl compounds,1.1,subclass,2,In silico
dataset1_smallNetsFP,5040,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5041,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5042,2502,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2502,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",1.1,subclass,8,In silico
dataset1_smallNetsFP,5043,667,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,667,Phenylpropanoids and polyketides,Macrolides and analogues,nan,Lipids and lipid-like molecules,0.85,superclass,4,In silico
dataset1_smallNetsFP,5044,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5045,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5046,708,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",708,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",0.8272727272727273,subclass,33,In silico
dataset1_smallNetsFP,5047,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5048,-1,NA,NA,NA,NA,NA,NA,Phenylpropanoids and polyketides,Macrolides and analogues,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5049,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5050,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5051,199,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,199,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,0.6341463414634146,superclass,41,In silico
dataset1_smallNetsFP,5052,-1,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic nitrogen compounds,Organonitrogen compounds,Guanidines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5053,2106,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,2106,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,6,In silico
dataset1_smallNetsFP,5054,1430,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1430,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.8777777777777778,subclass,9,In silico
dataset1_smallNetsFP,5055,4650,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,4650,Alkaloids and derivatives,Harmala alkaloids,nan,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5056,2440,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,2440,no matches,no matches,no matches,Fatty Acyls,1.1,class,2,In silico
dataset1_smallNetsFP,5057,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5058,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5059,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5060,365,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,365,no matches,no matches,no matches,Diterpenoids,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,5061,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Boronic acid derivatives,Boronic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5062,1684,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,1684,no matches,no matches,no matches,Fatty Acyls,1,class,10,In silico
dataset1_smallNetsFP,5063,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5064,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5065,1163,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyrans,NA,1163,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5066,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5067,1389,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1389,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,5068,79,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,79,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5069,79,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",79,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5070,2190,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,2190,no matches,no matches,no matches,Sesquiterpenoids,1.1,subclass,2,In silico
dataset1_smallNetsFP,5071,2315,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,2315,no matches,no matches,no matches,Ethers,1.1,subclass,2,In silico
dataset1_smallNetsFP,5072,7887,NA,NA,NA,NA,NA,NA,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,7887,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5073,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5074,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5075,3771,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,3771,no matches,no matches,no matches,Lipids and lipid-like molecules,1.1,superclass,2,In silico
dataset1_smallNetsFP,5076,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5077,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5078,-1,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5079,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5080,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5081,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5082,-1,N/A,N/A,N/A,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5083,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5084,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5085,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5086,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5087,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5088,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5089,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5090,-1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5091,1301,N/A,N/A,N/A,N/A,N/A,N/A,Organoheterocyclic compounds,Pyrans,NA,1301,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Alcohols and polyols,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,5092,859,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,859,no matches,no matches,no matches,Prenol lipids,0.7363636363636363,class,11,In silico
dataset1_smallNetsFP,5093,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5094,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5095,178,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,178,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,In silico
dataset1_smallNetsFP,5096,6228,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6228,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5097,4661,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,4661,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5098,6219,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,6219,no matches,no matches,no matches,Fatty acid esters,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,5099,6261,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6261,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1,subclass,1,In silico
dataset1_smallNetsFP,5100,549,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,549,no matches,no matches,no matches,Benzene and substituted derivatives,0.8142857142857143,class,7,In silico
dataset1_smallNetsFP,5101,5889,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,N/A,N/A,N/A,NA,NA,NA,5889,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Alcohols and polyols,1,subclass,1,In silico
dataset1_smallNetsFP,5102,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5103,-1,NA,NA,NA,Benzenoids,Phenols,Methoxyphenols,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5104,1432,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,1432,no matches,no matches,no matches,Organic acids and derivatives,0.6,superclass,5,In silico
dataset1_smallNetsFP,5105,794,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",794,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5106,-1,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5107,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Pyrrolidines,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5108,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
