experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,129,465,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",465,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Lipids and lipid-like molecules,0.75,superclass,20,In silico
dataset1_smallNetsFP,130,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,131,-1,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,132,4767,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4767,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,133,5088,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,5088,no matches,no matches,no matches,Ceramides,1,subclass,1,In silico
dataset1_smallNetsFP,134,604,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,604,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls,1.018918918918919,class,37,In silico
dataset1_smallNetsFP,135,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,136,-1,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,137,-1,NA,NA,NA,N/A,N/A,N/A,Benzenoids,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,138,3665,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3665,no matches,no matches,no matches,Organic acids and derivatives,0.6666666666666666,superclass,6,In silico
dataset1_smallNetsFP,139,813,NA,NA,NA,Phenylpropanoids and polyketides,Neoflavonoids,Neoflavones,Phenylpropanoids and polyketides,Flavonoids,Flavones,813,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,140,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,141,3944,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,NA,3944,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,142,4234,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4234,no matches,no matches,no matches,Organooxygen compounds,0.85,class,4,In silico
dataset1_smallNetsFP,143,408,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,144,2897,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,2897,no matches,no matches,no matches,Tetrahydroisoquinolines,1,class,1,In silico
dataset1_smallNetsFP,145,-1,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,N/A,N/A,N/A,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,146,408,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,147,-1,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,-1,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA
dataset1_smallNetsFP,148,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,1818,no matches,no matches,no matches,Carbohydrates and carbohydrate conjugates,1,subclass,1,In silico
dataset1_smallNetsFP,149,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,150,524,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,524,Organic nitrogen compounds,Organonitrogen compounds,Amines,Amines,1.1,subclass,8,In silico
dataset1_smallNetsFP,151,310,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,152,188,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,188,no matches,no matches,no matches,Ethers,1.1,subclass,3,In silico
dataset1_smallNetsFP,153,3944,NA,NA,NA,N/A,N/A,N/A,Benzenoids,NA,NA,3944,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,154,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,155,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,156,3979,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,3979,no matches,no matches,no matches,Heteroaromatic compounds,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,157,649,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,649,no matches,no matches,no matches,Benzenoids,0.725,superclass,24,In silico
dataset1_smallNetsFP,158,-1,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,159,3057,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,3057,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,160,-1,Benzenoids,Phenols,Methoxyphenols,N/A,N/A,N/A,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,Benzenoids,Phenols,Methoxyphenols,NA,NA,NA,NA,NA
dataset1_smallNetsFP,161,310,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,162,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,N/A,N/A,N/A,Organoheterocyclic compounds,Azoles,Imidazoles,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,NA,NA
dataset1_smallNetsFP,163,-1,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,164,1807,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,1807,no matches,no matches,no matches,Fatty Acyls,0.9823529411764705,class,17,In silico
dataset1_smallNetsFP,165,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,166,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,167,336,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",336,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls,0.7470588235294118,class,17,In silico
dataset1_smallNetsFP,168,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,169,-1,NA,NA,NA,Organoheterocyclic compounds,Quinolines and derivatives,Haloquinolines,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,170,524,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,524,Organic nitrogen compounds,Organonitrogen compounds,Amines,Amines,1.1,subclass,8,In silico
dataset1_smallNetsFP,171,-1,N/A,N/A,N/A,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,172,245,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,245,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,173,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,174,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,175,62,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Lipids and lipid-like molecules,Prenol lipids,NA,62,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6,superclass,35,In silico
dataset1_smallNetsFP,176,255,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,255,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,177,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6769230769230768,superclass,26,In silico
dataset1_smallNetsFP,178,2536,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,2536,no matches,no matches,no matches,Fatty amides,1.1,subclass,4,In silico
dataset1_smallNetsFP,179,649,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,649,no matches,no matches,no matches,Benzenoids,0.725,superclass,24,In silico
dataset1_smallNetsFP,180,-1,N/A,N/A,N/A,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,181,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,182,107,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,107,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,183,491,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Lipids and lipid-like molecules,NA,NA,491,no matches,no matches,no matches,Fatty amides,0.7666666666666666,subclass,6,In silico
dataset1_smallNetsFP,184,2784,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2784,Organic nitrogen compounds,Organonitrogen compounds,Amines,Carboxylic acids and derivatives,0.725,class,8,In silico
dataset1_smallNetsFP,185,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,186,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,187,310,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,188,1396,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1396,no matches,no matches,no matches,Lipids and lipid-like molecules,0.8555555555555555,superclass,45,In silico
dataset1_smallNetsFP,189,408,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,190,1297,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Organoheterocyclic compounds,Oxazinanes,Morpholines,1297,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,Fatty amides,0.7666666666666666,subclass,6,In silico
dataset1_smallNetsFP,191,320,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,320,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,192,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,193,-1,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,194,255,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,255,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,195,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,196,-1,NA,NA,NA,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,197,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,198,2536,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,2536,no matches,no matches,no matches,Fatty amides,1.1,subclass,4,In silico
dataset1_smallNetsFP,199,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,200,803,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,803,no matches,no matches,no matches,Phenol ethers,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,201,4028,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,4028,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,202,3057,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,3057,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,203,7700,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,7700,no matches,no matches,no matches,Benzene and substituted derivatives,1,class,1,In silico
dataset1_smallNetsFP,204,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,205,287,N/A,N/A,N/A,N/A,N/A,N/A,Benzenoids,Benzene and substituted derivatives,Halobenzenes,287,Benzenoids,Benzene and substituted derivatives,nan,Benzenoids,0.5555555555555556,superclass,9,In silico
dataset1_smallNetsFP,206,2980,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,2980,no matches,no matches,no matches,Benzene and substituted derivatives,1.1,class,2,In silico
dataset1_smallNetsFP,207,2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,208,1135,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,1135,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6666666666666666,superclass,9,In silico
dataset1_smallNetsFP,209,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,210,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organoheterocyclic compounds,Azoles,Tetrazoles,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,211,1627,NA,NA,NA,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Organoheterocyclic compounds,Oxazinanes,NA,1627,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,212,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,no matches,no matches,no matches,Fatty amides,1.1,subclass,2,In silico
dataset1_smallNetsFP,213,1139,NA,NA,NA,Organic acids and derivatives,Thiocarboxylic acids and derivatives,Thioesters,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1139,no matches,no matches,no matches,Prenol lipids,0.85,class,4,In silico
dataset1_smallNetsFP,214,892,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,892,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5555555555555556,superclass,45,In silico
dataset1_smallNetsFP,215,1807,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,1807,no matches,no matches,no matches,Fatty Acyls,0.9823529411764705,class,17,In silico
dataset1_smallNetsFP,216,1325,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,1325,no matches,no matches,no matches,Organic oxygen compounds,0.6,superclass,5,In silico
dataset1_smallNetsFP,217,1338,NA,NA,NA,NA,NA,NA,Organohalogen compounds,Aryl halides,Aryl iodides,1338,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,218,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,219,283,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,283,no matches,no matches,no matches,Organic oxygen compounds,0.5238095238095238,superclass,21,In silico
dataset1_smallNetsFP,220,408,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",408,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,221,5319,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,5319,no matches,no matches,no matches,Fatty amides,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,222,2841,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,223,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,Organoheterocyclic compounds,Heteroaromatic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,224,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,no matches,no matches,no matches,Organic acids and derivatives,0.6470588235294118,superclass,17,In silico
dataset1_smallNetsFP,225,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,226,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,227,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,228,310,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,229,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,230,310,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,310,no matches,no matches,no matches,Organic oxygen compounds,0.6538461538461539,superclass,26,In silico
dataset1_smallNetsFP,231,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,232,255,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,255,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,233,2536,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,2536,no matches,no matches,no matches,Fatty amides,1.1,subclass,4,In silico
dataset1_smallNetsFP,234,1580,N/A,N/A,N/A,N/A,N/A,N/A,Benzenoids,Benzene and substituted derivatives,NA,1580,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,235,715,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Halobenzenes,715,no matches,no matches,no matches,Organic acids and derivatives,0.7999999999999999,superclass,10,In silico
